noticedate,hour,process,line,usage,production,equipment_ct,shift,scrap,waste,label
2024-04-03,3,module,L1,40.45,57.03,3,night,2.22,0.41,normal
2024-04-03,3,module,L2,53.62,67.12,5,night,1.82,0.65,normal
2024-04-03,3,pack,L1,37.23,46.68,4,night,0.44,0.12,normal
2024-04-03,3,pack,L2,29.93,31.92,2,night,0.67,0.22,normal
2024-04-03,4,mixing,L1,95.98,114.22,6,night,5.11,0.77,normal
2024-04-03,4,mixing,L2,86.26,95.78,5,night,5.35,1.56,normal
2024-04-03,4,plate,L1,50.64,118.84,3,night,3.79,2.62,normal
2024-04-03,4,plate,L2,54.29,112.48,3,night,6.5,1.05,normal
2024-04-03,4,cell,L1,110.76,75.24,8,night,6.68,1.5,normal
2024-04-03,4,cell,L2,119.26,94.55,7,night,2.03,0.75,normal
2024-04-03,4,module,L1,52.54,53.62,5,night,1.53,1.05,normal
2024-04-03,4,module,L2,28.27,45.64,3,night,2.21,0.83,MULTIVARIATE_SINGLE_EQUIPMENT_LOW
2024-04-03,4,pack,L1,30.92,48.63,4,night,0.5,0.27,normal
2024-04-03,4,pack,L2,47.45,41.58,2,night,0.45,0.11,normal
2024-04-03,5,mixing,L1,65.28,93.77,6,night,5.29,1.37,normal
2024-04-03,5,mixing,L2,87.4,75.45,4,night,3.03,0.61,normal
2024-04-03,5,plate,L1,34.16,139.53,4,night,3.24,1.51,MULTIVARIATE_SINGLE_EQUIPMENT_LOW
2024-04-03,5,plate,L2,77.61,107.09,5,night,3.87,2.16,normal
2024-04-03,5,cell,L1,56.32,71.64,7,night,6.02,1.65,MULTIVARIATE_SINGLE_EQUIPMENT_LOW
2024-04-03,5,cell,L2,78.77,83.24,8,night,6.68,2.98,normal
2024-04-03,5,module,L1,66.25,60.9,5,night,2.3,0.51,normal
2024-04-03,5,module,L2,39.45,38.36,4,night,0.77,0.78,normal
2024-04-03,5,pack,L1,35.82,34.76,2,night,1.22,0.25,normal
2024-04-03,5,pack,L2,49.22,36.02,3,night,0.93,0.43,normal
2024-04-03,6,mixing,L1,467.15,103.71,5,day,4.23,1.42,normal
2024-04-03,6,mixing,L2,455.22,108.6,6,day,5.34,1.17,normal
2024-04-03,6,plate,L1,343.33,122.58,4,day,7.38,2.98,normal
2024-04-03,6,plate,L2,278.07,138.58,3,day,6.33,1.39,normal
2024-04-03,6,cell,L1,468.26,67.29,8,day,7.19,2.14,normal
2024-04-03,6,cell,L2,547.62,93.53,8,day,2.84,0.66,normal
2024-04-03,6,module,L1,380.3,55.04,3,day,1.9,0.65,EQUIPMENT_RATIO
2024-04-03,6,module,L2,285,47.95,3,day,1.27,0.27,normal
2024-04-03,6,pack,L1,285,43.37,3,day,0.66,0.33,normal
2024-04-03,6,pack,L2,297.39,47.18,4,day,0.58,0.03,normal
2024-04-03,7,mixing,L1,469.14,10.28,6,day,2.78,0.65,MULTIVARIATE_IDLE_POWER
2024-04-03,7,mixing,L2,380,81.12,4,day,1.51,1.27,normal
2024-04-03,7,plate,L1,285,127.95,3,day,2.21,1.42,normal
2024-04-03,7,plate,L2,380,120.61,4,day,4.3,1.79,normal
2024-04-03,7,cell,L1,543.4,96.16,8,day,6.48,2.26,normal
2024-04-03,7,cell,L2,538.35,67.61,7,day,6.18,2.4,normal
2024-04-03,7,module,L1,431.35,68.0,5,day,0.96,0.96,normal
2024-04-03,7,module,L2,335.08,38.42,5,day,2.06,0.22,normal
2024-04-03,7,pack,L1,348.91,48.44,4,day,0.74,0.22,CONTRACT_EXCEED
2024-04-03,7,pack,L2,315.02,29.57,4,day,0.26,0.05,normal
2024-04-03,8,mixing,L1,419.05,100.59,6,day,1.64,0.44,normal
2024-04-03,8,mixing,L2,447.32,90.52,5,day,3.14,1.39,normal
2024-04-03,8,plate,L1,643.59,130.46,4,day,7.72,1.98,RATED_EXCEED
2024-04-03,8,plate,L2,380,141.03,4,day,6.77,2.56,normal
2024-04-03,8,cell,L1,405.31,60.6,7,day,2.6,2.11,normal
2024-04-03,8,cell,L2,466.85,67.69,8,day,4.21,1.6,normal
2024-04-03,8,module,L1,285,43.24,3,day,1.99,0.32,normal
2024-04-03,8,module,L2,389.89,57.54,5,day,1.49,0.6,normal
2024-04-03,8,pack,L1,296.07,46.86,4,day,0.29,0.18,normal
2024-04-03,8,pack,L2,317.28,48.0,4,day,0.63,0.06,normal
2024-04-03,9,mixing,L1,380,93.11,4,day,4.0,0.47,normal
2024-04-03,9,mixing,L2,413.93,85.06,5,day,3.51,1.34,normal
2024-04-03,9,plate,L1,345.27,104.96,5,day,6.3,1.87,normal
2024-04-03,9,plate,L2,285.14,104.34,5,day,6.5,2.51,normal
2024-04-03,9,cell,L1,437.69,65.3,5,day,5.32,2.32,normal
2024-04-03,9,cell,L2,457.74,61.53,5,day,4.09,2.1,normal
2024-04-03,9,module,L1,332.1,42.95,3,day,0.7,0.51,EQUIPMENT_RATIO
2024-04-03,9,module,L2,575.74,56.06,3,day,2.68,0.73,SHIFT_RANGE
2024-04-03,9,pack,L1,190,48.83,2,day,0.47,0.35,normal
2024-04-03,9,pack,L2,285,47.96,3,day,0.47,0.3,normal
2024-04-03,10,mixing,L1,492.48,113.15,6,day,4.55,1.06,normal
2024-04-03,10,mixing,L2,380,87.58,4,day,4.94,1.06,normal
2024-04-03,10,plate,L1,285,131.01,3,day,8.37,1.73,normal
2024-04-03,10,plate,L2,285,139.2,3,day,3.32,1.39,normal
2024-04-03,10,cell,L1,408.03,94.39,5,day,1.95,2.68,normal
2024-04-03,10,cell,L2,563.99,66.83,6,day,2.54,0.63,normal
2024-04-03,10,module,L1,306.47,48.58,4,day,2.07,0.72,normal
2024-04-03,10,module,L2,285,51.73,3,day,1.12,0.82,normal
2024-04-03,10,pack,L1,190,36.35,2,day,1.16,0.49,normal
2024-04-03,10,pack,L2,190,39.18,2,day,0.49,0.47,normal
2024-04-03,11,mixing,L1,380,117.03,4,day,4.81,0.62,normal
2024-04-03,11,mixing,L2,5336.09,86.95,6,day,5.67,0.65,PRODUCTION_RATIO
2024-04-03,11,plate,L1,-20.95,124.13,3,day,7.92,2.65,NEGATIVE_POWER
2024-04-03,11,plate,L2,285,134.11,3,day,7.66,1.18,normal
2024-04-03,11,cell,L1,572.56,70.6,7,day,6.35,1.16,normal
2024-04-03,11,cell,L2,516.05,79.98,7,day,7.41,2.84,normal
2024-04-03,11,module,L1,380,49.32,4,day,1.31,0.39,normal
2024-04-03,11,module,L2,356.91,48.88,4,day,2.52,0.32,normal
2024-04-03,11,pack,L1,285,43.66,3,day,0.77,0.13,normal
2024-04-03,11,pack,L2,267.95,29.72,3,day,0.54,0.14,normal
2024-04-03,12,mixing,L1,380,116.18,4,day,4.34,1.18,normal
2024-04-03,12,mixing,L2,390.68,79.4,6,day,3.38,0.58,normal
2024-04-03,12,plate,L1,382.15,126.79,5,day,4.65,1.32,normal
2024-04-03,12,plate,L2,285,104.17,3,day,7.97,2.67,normal
2024-04-03,12,cell,L1,552.28,76.97,6,day,3.8,1.89,normal
2024-04-03,12,cell,L2,405.48,79.3,7,day,4.46,2.5,normal
2024-04-03,12,module,L1,358.97,51.11,4,day,2.48,0.58,normal
2024-04-03,12,module,L2,285,41.68,3,day,1.83,0.72,normal
2024-04-03,12,pack,L1,285,34.79,3,day,0.1,0.16,normal
2024-04-03,12,pack,L2,284.67,36.42,4,day,0.44,0.28,normal
2024-04-03,13,mixing,L1,354.74,83.93,5,day,4.17,1.16,normal
2024-04-03,13,mixing,L2,350.26,102.59,4,day,3.57,0.94,normal
2024-04-03,13,plate,L1,317.22,123.98,5,day,6.15,1.22,normal
2024-04-03,13,plate,L2,285,139.93,3,day,2.66,2.8,normal
2024-04-03,13,cell,L1,483.09,58.93,7,day,1.85,0.97,normal
2024-04-03,13,cell,L2,504.32,93.88,8,day,6.88,2.5,normal
2024-04-03,13,module,L1,372.15,61.85,4,day,1.28,0.85,normal
2024-04-03,13,module,L2,342.24,56.95,5,day,1.62,0.77,normal
2024-04-03,13,pack,L1,252.24,41.54,3,day,0.31,0.11,normal
2024-04-03,13,pack,L2,457.43,43.72,3,day,1.01,0.34,SHIFT_RANGE
2024-04-03,14,mixing,L1,374.58,85.7,4,day,4.31,0.51,normal
2024-04-03,14,mixing,L2,411.44,76.06,6,day,4.38,0.73,normal
2024-04-03,14,plate,L1,317.3,147.25,5,day,5.14,2.16,normal
2024-04-03,14,plate,L2,379.64,96.6,5,day,1.94,1.2,normal
2024-04-03,14,cell,L1,453.45,68.37,7,day,1.94,2.21,normal
2024-04-03,14,cell,L2,596.83,89.52,8,day,2.34,0.91,normal
2024-04-03,14,module,L1,430.49,59.6,5,day,2.17,1.05,normal
2024-04-03,14,module,L2,285,52.16,3,day,2.59,0.94,normal
2024-04-03,14,pack,L1,338.75,46.71,4,day,0.1,0.31,normal
2024-04-03,14,pack,L2,285,45.97,3,day,0.52,0.42,normal
2024-04-03,15,mixing,L1,453.52,109.95,6,day,4.11,0.88,normal
2024-04-03,15,mixing,L2,459.53,113.51,6,day,5.15,0.65,normal
2024-04-03,15,plate,L1,346.43,113.11,4,day,2.88,2.75,normal
2024-04-03,15,plate,L2,302.16,122.4,4,day,5.17,1.66,normal
2024-04-03,15,cell,L1,390.92,68.9,5,day,2.68,2.31,normal
2024-04-03,15,cell,L2,569.99,80.54,8,day,6.94,2.3,normal
2024-04-03,15,module,L1,380,53.45,4,day,0.95,0.88,normal
2024-04-03,15,module,L2,285,62.11,3,day,0.91,0.93,normal
2024-04-03,15,pack,L1,190,32.08,2,day,1.13,0.22,normal
2024-04-03,15,pack,L2,190,43.13,2,day,0.88,0.17,normal
2024-04-03,16,mixing,L1,625.77,113.52,5,day,5.53,1.37,EQUIPMENT_RATIO
2024-04-03,16,mixing,L2,360.8,86.27,5,day,4.2,1.41,normal
2024-04-03,16,plate,L1,-31.49,112.42,3,day,4.15,1.86,NEGATIVE_POWER
2024-04-03,16,plate,L2,285,107.47,3,day,7.0,2.55,normal
2024-04-03,16,cell,L1,475,70.74,5,day,5.58,0.92,normal
2024-04-03,16,cell,L2,511.11,62.04,6,day,4.47,1.78,normal
2024-04-03,16,module,L1,285,57.34,3,day,0.66,0.82,normal
2024-04-03,16,module,L2,340.1,58.24,4,day,1.88,0.71,normal
2024-04-03,16,pack,L1,285,30.45,3,day,0.26,0.33,normal
2024-04-03,16,pack,L2,348.52,39.91,4,day,1.09,0.28,normal
2024-04-03,17,mixing,L1,475,92.58,5,day,4.19,0.72,normal
2024-04-03,17,mixing,L2,415.51,90.03,6,day,2.46,0.44,normal
2024-04-03,17,plate,L1,298.26,132.73,5,day,6.25,1.74,normal
2024-04-03,17,plate,L2,285,96.32,3,day,2.34,2.42,normal
2024-04-03,17,cell,L1,408.91,65.88,8,day,7.11,0.72,normal
2024-04-03,17,cell,L2,444.84,79.65,6,day,7.01,1.57,normal
2024-04-03,17,module,L1,285,58.54,3,day,1.94,0.74,normal
2024-04-03,17,module,L2,353.97,65.46,4,day,2.64,0.64,normal
2024-04-03,17,pack,L1,348.74,30.28,4,day,0.73,0.01,normal
2024-04-03,17,pack,L2,282.19,41.47,3,day,0.64,0.03,normal
2024-04-03,18,mixing,L1,44.55,116.22,5,night,2.43,1.15,MULTIVARIATE_SINGLE_EQUIPMENT_LOW
2024-04-03,18,mixing,L2,91.39,105.54,5,night,2.9,0.46,normal
2024-04-03,18,plate,L1,76.65,121.19,3,night,8.59,2.6,normal
2024-04-03,18,plate,L2,58.03,107.46,3,night,7.57,2.55,normal
2024-04-03,18,cell,L1,93.14,95.98,5,night,7.56,2.43,normal
2024-04-03,18,cell,L2,80.52,87.48,8,night,6.31,0.89,normal
2024-04-03,18,module,L1,62.76,61.12,4,night,1.64,1.03,normal
2024-04-03,18,module,L2,53.34,60.08,3,night,1.7,0.5,normal
2024-04-03,18,pack,L1,38.8,37.14,4,night,0.67,0.35,normal
2024-04-03,18,pack,L2,33.66,42.92,4,night,0.89,0.0,normal
2024-04-03,19,mixing,L1,76.76,85.56,5,night,2.61,1.45,normal
2024-04-03,19,mixing,L2,58.51,88.11,6,night,4.64,1.63,normal
2024-04-03,19,plate,L1,52.58,125.32,3,night,8.9,1.55,normal
2024-04-03,19,plate,L2,57.4,123.01,4,night,5.11,1.68,normal
2024-04-03,19,cell,L1,97.69,89.03,5,night,7.39,0.62,normal
2024-04-03,19,cell,L2,79.91,87.84,8,night,3.31,1.18,normal
2024-04-03,19,module,L1,41.52,58.45,4,night,0.75,0.55,normal
2024-04-03,19,module,L2,49.92,59.42,4,night,0.44,0.25,normal
2024-04-03,19,pack,L1,48.36,49.3,4,night,0.76,0.17,normal
2024-04-03,19,pack,L2,50.63,41.21,3,night,0.82,0.07,normal
2024-04-03,20,mixing,L1,87.59,97.14,5,night,4.5,1.42,normal
2024-04-03,20,mixing,L2,71.05,84.78,6,night,4.36,0.6,normal
2024-04-03,20,plate,L1,67.04,106.12,4,night,5.7,2.45,normal
2024-04-03,20,plate,L2,51.4,105.51,4,night,7.01,2.18,normal
2024-04-03,20,cell,L1,79.14,64.12,5,night,5.43,1.2,normal
2024-04-03,20,cell,L2,80.27,98.96,5,night,3.87,1.16,normal
2024-04-03,20,module,L1,66.88,40.44,5,night,1.21,0.82,normal
2024-04-03,20,module,L2,54.49,50.51,4,night,1.54,0.62,normal
2024-04-03,20,pack,L1,43.31,33.61,2,night,1.17,0.31,normal
2024-04-03,20,pack,L2,-42.6,36.24,2,night,0.14,0.4,NEGATIVE_POWER
2024-04-03,21,mixing,L1,80.87,111.82,6,night,4.0,1.11,normal
2024-04-03,21,mixing,L2,70.27,106.98,5,night,4.25,1.52,normal
2024-04-03,21,plate,L1,51.87,113.92,3,night,3.43,1.56,normal
2024-04-03,21,plate,L2,55.62,135.61,5,night,8.69,1.83,normal
2024-04-03,21,cell,L1,85.14,80.61,7,night,3.9,2.9,normal
2024-04-03,21,cell,L2,96.06,76.47,6,night,7.16,2.68,normal
2024-04-03,21,module,L1,44.01,50.31,5,night,1.86,0.94,normal
2024-04-03,21,module,L2,50.41,66.28,3,night,2.69,0.57,normal
2024-04-03,21,pack,L1,70.22,0.0,3,night,0.97,0.14,MULTIVARIATE_BASE_LOAD
2024-04-03,21,pack,L2,33.78,35.7,2,night,0.61,0.41,normal
2024-04-03,22,mixing,L1,64.05,108.87,5,night,3.43,0.72,normal
2024-04-03,22,mixing,L2,94.88,89.02,5,night,5.77,0.6,normal
2024-04-03,22,plate,L1,51.45,147.29,4,night,7.77,2.5,normal
2024-04-03,22,plate,L2,48.92,121.89,4,night,8.19,2.71,normal
2024-04-03,22,cell,L1,81.41,63.11,5,night,6.75,1.1,normal
2024-04-03,22,cell,L2,71.31,70.73,6,night,2.87,1.01,normal
2024-04-03,22,module,L1,54.01,51.74,3,night,1.48,0.97,normal
2024-04-03,22,module,L2,62.44,60.75,5,night,0.98,0.55,normal
2024-04-03,22,pack,L1,55.3,36.51,2,night,0.45,0.3,normal
2024-04-03,22,pack,L2,36.77,47.95,4,night,0.85,0.38,normal
2024-04-03,23,mixing,L1,83.85,116.58,4,night,1.95,1.04,normal
2024-04-03,23,mixing,L2,66.68,111.17,6,night,4.23,0.86,normal
2024-04-03,23,plate,L1,71.31,135.83,5,night,8.74,1.23,normal
2024-04-03,23,plate,L2,74.8,132.77,5,night,3.71,1.97,normal
2024-04-03,23,cell,L1,869.25,90.27,6,night,6.75,1.3,RATED_EXCEED
2024-04-03,23,cell,L2,74.83,99.93,7,night,7.28,1.2,normal
2024-04-03,23,module,L1,53.25,62.32,3,night,0.83,0.5,normal
2024-04-03,23,module,L2,57.23,57.77,3,night,0.42,0.54,normal
2024-04-03,23,pack,L1,539.01,34.7,2,night,0.42,0.06,RATED_EXCEED
2024-04-03,23,pack,L2,51.31,28.8,2,night,0.28,0.1,normal
2024-04-03,24,mixing,L1,94.15,92.11,6,night,4.42,1.52,normal
2024-04-03,24,mixing,L2,72.54,103.09,6,night,2.22,0.94,normal
2024-04-03,24,plate,L1,72.11,144.74,3,night,7.53,1.39,normal
2024-04-03,24,plate,L2,52.65,112.47,3,night,5.38,2.17,normal
2024-04-03,24,cell,L1,804.6,62.96,7,night,6.68,2.32,EQUIPMENT_RATIO
2024-04-03,24,cell,L2,80.49,99.44,6,night,3.65,2.77,normal
2024-04-03,24,module,L1,54.39,68.86,5,night,2.74,0.65,normal
2024-04-03,24,module,L2,53.38,43.59,5,night,2.21,0.55,normal
2024-04-03,24,pack,L1,55.25,44.59,2,night,0.63,0.22,normal
2024-04-03,24,pack,L2,37.42,47.71,4,night,0.25,0.25,normal
2024-04-04,1,mixing,L1,73.73,92.36,4,night,5.82,1.79,normal
2024-04-04,1,mixing,L2,55.1,92.18,4,night,4.03,0.87,normal
2024-04-04,1,plate,L1,51.57,140.27,3,night,6.49,1.64,normal
2024-04-04,1,plate,L2,61.71,126.71,5,night,4.86,2.9,normal
2024-04-04,1,cell,L1,86.04,93.55,6,night,7.62,0.62,normal
2024-04-04,1,cell,L2,99.31,77.24,6,night,3.7,2.67,normal
2024-04-04,1,module,L1,62.07,62.79,3,night,0.84,1.06,normal
2024-04-04,1,module,L2,62.43,65.82,4,night,2.46,0.63,normal
2024-04-04,1,pack,L1,34.69,41.93,3,night,1.23,0.36,normal
2024-04-04,1,pack,L2,57.23,34.3,3,night,0.78,0.5,normal
2024-04-04,2,mixing,L1,88.55,112.29,5,night,3.36,1.78,normal
2024-04-04,2,mixing,L2,61.63,104.58,4,night,3.64,0.76,normal
2024-04-04,2,plate,L1,62.85,133.58,5,night,3.75,2.89,normal
2024-04-04,2,plate,L2,55.35,109.92,4,night,7.39,2.16,normal
2024-04-04,2,cell,L1,92.98,84.26,6,night,3.09,0.95,normal
2024-04-04,2,cell,L2,115.31,67.41,5,night,6.14,0.71,normal
2024-04-04,2,module,L1,49.86,53.36,3,night,1.85,0.5,normal
2024-04-04,2,module,L2,54.61,49.47,3,night,2.3,0.2,normal
2024-04-04,2,pack,L1,30.38,30.76,2,night,0.71,0.43,normal
2024-04-04,2,pack,L2,260.87,45.66,2,night,1.17,0.42,EQUIPMENT_RATIO
2024-04-04,3,mixing,L1,78.24,116.51,4,night,4.79,0.47,normal
2024-04-04,3,mixing,L2,62.48,108.22,5,night,2.75,0.9,normal
2024-04-04,3,plate,L1,67.44,142.59,5,night,4.37,1.26,normal
2024-04-04,3,plate,L2,59.71,96.04,4,night,5.31,1.1,normal
2024-04-04,3,cell,L1,104.51,86.84,5,night,5.57,1.72,normal
2024-04-04,3,cell,L2,117.42,98.98,8,night,3.84,1.05,normal
2024-04-04,3,module,L1,50.89,59.13,3,night,2.77,1.1,normal
2024-04-04,3,module,L2,63.17,50.36,5,night,2.29,0.4,normal
2024-04-04,3,pack,L1,55.5,41.44,4,night,1.02,0.3,normal
2024-04-04,3,pack,L2,42.2,44.15,2,night,0.19,0.21,normal
2024-04-04,4,mixing,L1,69.72,93.79,4,night,2.54,1.8,normal
2024-04-04,4,mixing,L2,88.29,101.63,4,night,4.45,1.31,normal
2024-04-04,4,plate,L1,71.5,123.55,3,night,2.67,1.05,normal
2024-04-04,4,plate,L2,56.26,122.69,4,night,8.28,2.56,normal
2024-04-04,4,cell,L1,95.24,81.62,6,night,5.13,1.67,normal
2024-04-04,4,cell,L2,106.46,93.33,7,night,6.9,0.76,normal
2024-04-04,4,module,L1,58.42,70.0,5,night,2.46,0.52,normal
2024-04-04,4,module,L2,51.75,42.98,3,night,1.56,0.24,normal
2024-04-04,4,pack,L1,53.69,35.46,2,night,0.62,0.06,normal
2024-04-04,4,pack,L2,53.58,45.08,2,night,1.33,0.12,normal
2024-04-04,5,mixing,L1,61.87,89.47,6,night,2.88,1.44,normal
2024-04-04,5,mixing,L2,71.94,91.89,4,night,3.95,1.35,normal
2024-04-04,5,plate,L1,50.9,113.21,3,night,3.71,1.61,normal
2024-04-04,5,plate,L2,63.62,130.73,5,night,2.44,2.18,normal
2024-04-04,5,cell,L1,66.48,85.02,7,night,2.8,2.72,normal
2024-04-04,5,cell,L2,112.71,88.76,6,night,6.63,1.89,normal
2024-04-04,5,module,L1,40.06,41.57,5,night,1.58,0.24,normal
2024-04-04,5,module,L2,39.38,62.32,5,night,0.88,0.49,normal
2024-04-04,5,pack,L1,38.94,31.99,4,night,0.27,0.13,normal
2024-04-04,5,pack,L2,57.78,29.82,3,night,0.58,0.23,normal
2024-04-04,6,mixing,L1,353.83,94.05,4,day,4.4,0.89,normal
2024-04-04,6,mixing,L2,380,77.76,4,day,3.96,0.46,normal
2024-04-04,6,plate,L1,380,123.4,4,day,8.33,1.36,normal
2024-04-04,6,plate,L2,360.89,119.06,4,day,8.55,2.24,normal
2024-04-04,6,cell,L1,475,66.13,5,day,5.52,1.19,normal
2024-04-04,6,cell,L2,128.3,0.0,6,day,5.7,1.4,MULTIVARIATE_BASE_LOAD
2024-04-04,6,module,L1,285,69.35,3,day,2.28,0.38,normal
2024-04-04,6,module,L2,311.75,58.95,4,day,1.18,0.68,normal
2024-04-04,6,pack,L1,190,48.23,2,day,1.37,0.04,normal
2024-04-04,6,pack,L2,309.6,28.46,4,day,0.39,0.09,normal
2024-04-04,7,mixing,L1,359.73,94.17,4,day,5.65,0.42,normal
2024-04-04,7,mixing,L2,380,113.46,4,day,3.14,1.43,normal
2024-04-04,7,plate,L1,358.52,140.25,5,day,7.76,1.97,normal
2024-04-04,7,plate,L2,362.91,111.51,5,day,6.18,2.87,normal
2024-04-04,7,cell,L1,542.28,76.22,6,day,5.67,2.17,normal
2024-04-04,7,cell,L2,429.48,61.34,5,day,6.7,2.94,normal
2024-04-04,7,module,L1,285,48.56,3,day,2.65,0.31,normal
2024-04-04,7,module,L2,285,44.58,3,day,2.06,0.52,normal
2024-04-04,7,pack,L1,190,38.07,2,day,0.26,0.1,normal
2024-04-04,7,pack,L2,190,38.71,2,day,0.95,0.39,normal
2024-04-04,8,mixing,L1,460.64,81.99,6,day,3.9,1.32,normal
2024-04-04,8,mixing,L2,417.17,93.09,6,day,5.34,1.08,normal
2024-04-04,8,plate,L1,343.79,117.9,4,day,6.27,2.39,normal
2024-04-04,8,plate,L2,379.83,99.48,4,day,6.46,1.33,normal
2024-04-04,8,cell,L1,850.75,77.21,8,day,3.87,1.04,RATED_EXCEED
2024-04-04,8,cell,L2,475,84.8,5,day,4.36,2.75,normal
2024-04-04,8,module,L1,380,66.78,4,day,2.11,0.98,normal
2024-04-04,8,module,L2,351.63,46.03,5,day,1.8,0.74,normal
2024-04-04,8,pack,L1,190,47.1,2,day,0.34,0.28,normal
2024-04-04,8,pack,L2,262.12,39.29,3,day,0.96,0.19,normal
2024-04-04,9,mixing,L1,475,87.96,5,day,3.01,1.04,normal
2024-04-04,9,mixing,L2,380,94.15,4,day,2.67,0.7,normal
2024-04-04,9,plate,L1,348.42,138.06,5,day,9.0,2.32,normal
2024-04-04,9,plate,L2,343.22,114.22,4,day,7.19,1.16,normal
2024-04-04,9,cell,L1,557.77,90.75,7,day,5.29,1.22,normal
2024-04-04,9,cell,L2,588.0,89.43,7,day,4.03,2.86,MULTIVARIATE_EFFICIENCY_DROP
2024-04-04,9,module,L1,329.95,57.58,4,day,2.63,0.84,normal
2024-04-04,9,module,L2,285,42.23,3,day,1.96,0.63,normal
2024-04-04,9,pack,L1,280.3,4.79,2,day,0.68,0.45,MULTIVARIATE_IDLE_POWER
2024-04-04,9,pack,L2,303.08,28.63,4,day,1.09,0.29,normal
2024-04-04,10,mixing,L1,380,99.19,4,day,2.76,1.27,normal
2024-04-04,10,mixing,L2,380,96.66,4,day,1.54,1.5,normal
2024-04-04,10,plate,L1,380,137.54,4,day,4.46,1.31,normal
2024-04-04,10,plate,L2,391.21,9.63,4,day,3.84,1.53,MULTIVARIATE_IDLE_POWER
2024-04-04,10,cell,L1,450.01,85.16,6,day,3.56,2.42,normal
2024-04-04,10,cell,L2,418.72,94.5,8,day,7.84,1.62,normal
2024-04-04,10,module,L1,285,63.02,3,day,2.31,1.04,normal
2024-04-04,10,module,L2,369.02,41.81,5,day,1.85,0.87,normal
2024-04-04,10,pack,L1,190,34.14,2,day,0.11,0.48,normal
2024-04-04,10,pack,L2,299.18,30.22,4,day,0.85,0.46,normal
2024-04-04,11,mixing,L1,380,82.4,4,day,5.49,1.01,normal
2024-04-04,11,mixing,L2,471.56,85.8,6,day,4.16,1.41,normal
2024-04-04,11,plate,L1,354.78,105.44,5,day,5.9,1.55,normal
2024-04-04,11,plate,L2,327.26,115.45,4,day,1.93,1.13,normal
2024-04-04,11,cell,L1,529.6,94.45,6,day,6.89,0.83,normal
2024-04-04,11,cell,L2,535.77,95.27,6,day,2.62,0.67,normal
2024-04-04,11,module,L1,435.35,58.38,5,day,1.57,1.07,normal
2024-04-04,11,module,L2,285,52.7,3,day,1.64,0.52,normal
2024-04-04,11,pack,L1,285,46.33,3,day,0.86,0.31,normal
2024-04-04,11,pack,L2,190,40.38,2,day,0.51,0.5,normal
2024-04-04,12,mixing,L1,413.36,115.82,5,day,14.87,3.11,MULTIVARIATE_SCRAP_WASTE_DEVIATION
2024-04-04,12,mixing,L2,371.22,99.62,6,day,5.34,1.4,normal
2024-04-04,12,plate,L1,378.55,123.42,4,day,2.31,2.27,normal
2024-04-04,12,plate,L2,295.21,119.67,5,day,7.07,1.33,normal
2024-04-04,12,cell,L1,402.89,58.44,7,day,7.16,1.83,normal
2024-04-04,12,cell,L2,475,71.24,5,day,5.23,2.53,normal
2024-04-04,12,module,L1,285,60.42,3,day,0.9,0.97,normal
2024-04-04,12,module,L2,285,41.18,3,day,0.6,0.55,normal
2024-04-04,12,pack,L1,190,43.75,2,day,0.6,0.45,normal
2024-04-04,12,pack,L2,247.34,47.24,3,day,0.31,0.46,normal
2024-04-04,13,mixing,L1,415.48,114.83,5,day,4.78,1.12,normal
2024-04-04,13,mixing,L2,457.4,102.64,6,day,5.78,1.02,normal
2024-04-04,13,plate,L1,333.46,107.12,5,day,5.0,2.76,normal
2024-04-04,13,plate,L2,380.48,105.02,5,day,3.01,2.87,normal
2024-04-04,13,cell,L1,510.22,67.9,8,day,4.44,1.51,normal
2024-04-04,13,cell,L2,447.23,60.97,8,day,2.48,0.68,normal
2024-04-04,13,module,L1,431.48,55.15,5,day,0.56,0.52,normal
2024-04-04,13,module,L2,380,62.95,4,day,2.44,0.61,normal
2024-04-04,13,pack,L1,254.65,32.97,4,day,1.11,0.02,normal
2024-04-04,13,pack,L2,275.0,36.83,3,day,0.99,0.43,normal
2024-04-04,14,mixing,L1,374.26,110.66,4,day,4.86,0.94,normal
2024-04-04,14,mixing,L2,380,111.38,4,day,3.05,1.63,normal
2024-04-04,14,plate,L1,299.09,130.37,4,day,8.71,2.47,normal
2024-04-04,14,plate,L2,380,141.95,4,day,8.26,1.04,normal
2024-04-04,14,cell,L1,463.65,93.54,5,day,6.32,2.35,normal
2024-04-04,14,cell,L2,500.31,60.26,8,day,7.77,2.12,normal
2024-04-04,14,module,L1,356.19,60.47,5,day,2.08,0.31,normal
2024-04-04,14,module,L2,354.2,67.63,5,day,2.48,0.79,normal
2024-04-04,14,pack,L1,364.98,36.54,3,day,0.3,0.41,CONTRACT_EXCEED
2024-04-04,14,pack,L2,190,31.67,2,day,0.61,0.36,normal
2024-04-04,15,mixing,L1,475,88.59,5,day,1.89,1.3,normal
2024-04-04,15,mixing,L2,472.61,106.68,6,day,1.61,0.42,normal
2024-04-04,15,plate,L1,298.32,115.04,4,day,4.82,2.75,normal
2024-04-04,15,plate,L2,328.34,138.66,5,day,7.02,1.29,normal
2024-04-04,15,cell,L1,454.34,95.33,8,day,3.26,2.27,normal
2024-04-04,15,cell,L2,506.16,83.15,6,day,3.89,2.06,normal
2024-04-04,15,module,L1,285,57.32,3,day,1.68,0.36,normal
